lambda_r,lambda2,lambda3,early_stop_factor,seed,forget_acc,retain_acc,trade_off,mia_asr,ss_leakage,L_B,L_G,L_H,L_S,epochs_run,elapsed_s,status
5.0,0.001,0.005,1.0,42,0.15217390656471252,0.2640545070171356,0.4026912620783659,0.47010869565217395,0.01940750516951084,,,,,-1,215.9,OK
5.0,0.001,0.005,1.1,42,0.15217390656471252,0.2640545070171356,0.4026912620783659,0.47010869565217395,0.01940750516951084,,,,,-1,225.2,OK
